Lot Area,Gr Liv Area,SalePrice,1Fam,2fmCon,Duplex,Twnhs,TwnhsE
12732,2067,206000,1,0,0,0,0
12936,1395,162000,1,0,0,0,0
10400,2640,256900,1,0,0,0,0
17871,1724,197900,1,0,0,0,0
9600,1336,163000,1,0,0,0,0
9000,1216,113000,1,0,0,0,0
13774,2288,230000,1,0,0,0,0
9650,1334,167900,1,0,0,0,0
10140,1680,213250,1,0,0,0,0
8400,1665,227000,1,0,0,0,0
7130,864,130000,1,0,0,0,0
9600,1568,143000,1,0,0,0,0
9100,925,117500,1,0,0,0,0
9600,2061,168500,1,0,0,0,0
16500,1320,172500,1,0,0,0,0
9790,1342,161500,1,0,0,0,0
7436,894,141500,1,0,0,0,0
8125,864,118000,1,0,0,0,0
9100,864,127500,1,0,0,0,0
9450,1362,140000,1,0,0,0,0
13495,1728,177625,1,0,0,0,0
11475,1776,110000,0,0,1,0,0
10004,1516,167000,1,0,0,0,0
9350,1313,153000,1,0,0,0,0
10500,1292,145100,1,0,0,0,0
11000,1154,154000,1,0,0,0,0
8970,2140,177500,1,0,0,0,0
12095,1445,158000,1,0,0,0,0
9600,1041,124500,1,0,0,0,0
11475,1576,174500,1,0,0,0,0
9768,960,122000,1,0,0,0,0
5330,708,82500,1,0,0,0,0
7015,1203,110000,1,0,0,0,0
12160,1505,149500,1,0,0,0,0
9900,1691,175000,1,0,0,0,0
9600,1644,167000,1,0,0,0,0
9600,1050,128900,1,0,0,0,0
9600,1668,140000,1,0,0,0,0
9600,1113,147000,1,0,0,0,0
8944,1584,124000,0,0,1,0,0
10573,1453,187500,1,0,0,0,0
9500,1394,159000,1,0,0,0,0
14695,1567,256000,1,0,0,0,0
13600,1986,205000,1,0,0,0,0
13000,2142,193500,1,0,0,0,0
13560,1392,110000,1,0,0,0,0
12513,1738,104900,1,0,0,0,0
8760,1144,150000,1,0,0,0,0
8400,1478,156500,1,0,0,0,0
12285,1329,176000,1,0,0,0,0
9240,988,149500,1,0,0,0,0
9600,1632,139000,1,0,0,0,0
12400,1215,155000,1,0,0,0,0
8750,1202,120000,1,0,0,0,0
8750,1382,153000,1,0,0,0,0
10400,1200,144000,1,0,0,0,0
19296,1382,176000,1,0,0,0,0
8532,1297,153000,1,0,0,0,0
9482,1866,135000,0,0,1,0,0
8128,1062,131000,1,0,0,0,0
10634,1319,123000,1,0,0,0,0
13070,1112,126000,1,0,0,0,0
10434,1005,115000,1,0,0,0,0
14559,1363,164900,1,0,0,0,0
8480,793,113000,1,0,0,0,0
7626,1031,145500,1,0,0,0,0
9533,1210,102900,1,0,0,0,0
10615,1699,95000,0,1,0,0,0
11419,1527,152500,1,0,0,0,0
9600,1200,129900,1,0,0,0,0
8000,972,132000,1,0,0,0,0
5470,792,99900,1,0,0,0,0
10410,1656,135000,1,0,0,0,0
10800,1352,149000,1,0,0,0,0
8146,1039,114000,1,0,0,0,0
9022,792,109500,1,0,0,0,0
10230,1078,125000,1,0,0,0,0
10410,2377,142900,1,0,0,0,0
7200,1690,156500,1,0,0,0,0
5400,599,59000,1,0,0,0,0
5400,1374,105000,1,0,0,0,0
10800,846,106000,1,0,0,0,0
10800,725,78500,1,0,0,0,0
9671,2544,190000,0,0,1,0,0
10143,1380,154000,1,0,0,0,0
11500,1040,163000,1,0,0,0,0
11643,2634,200000,0,0,1,0,0
8010,951,143500,1,0,0,0,0
10454,1105,135000,1,0,0,0,0
8712,1306,153000,1,0,0,0,0
17600,1478,157500,1,0,0,0,0
9000,1142,113500,1,0,0,0,0
12144,1268,133000,1,0,0,0,0
8544,1040,92900,0,0,1,0,0
8064,1133,128500,1,0,0,0,0
7200,1040,90000,0,0,1,0,0
7200,1904,138000,1,0,0,0,0
7350,1041,128000,1,0,0,0,0
7560,1339,139000,1,0,0,0,0
7200,732,118900,1,0,0,0,0
8000,1183,138000,1,0,0,0,0
7931,1148,132500,1,0,0,0,0
10800,1461,133500,1,0,0,0,0
8064,1495,135000,1,0,0,0,0
7570,1806,144750,1,0,0,0,0
8604,941,145000,0,0,1,0,0
7936,1045,127000,1,0,0,0,0
6600,894,109500,1,0,0,0,0
3950,1224,115000,1,0,0,0,0
10440,1230,110000,1,0,0,0,0
4080,1378,128900,1,0,0,0,0
10307,1944,103500,0,0,1,0,0
5720,1131,66500,1,0,0,0,0
15660,1306,130000,1,0,0,0,0
9900,1464,129000,1,0,0,0,0
6406,1558,150000,1,0,0,0,0
6600,2372,107500,1,0,0,0,0
7627,1701,94550,0,1,0,0,0
7596,1960,124500,0,0,1,0,0
3378,1389,135000,1,0,0,0,0
10134,1447,103000,1,0,0,0,0
6000,936,93000,0,1,0,0,0
6000,1328,129500,1,0,0,0,0
6000,1387,93000,0,1,0,0,0
7404,861,80000,1,0,0,0,0
5925,612,45000,1,0,0,0,0
5925,968,37900,1,0,0,0,0
5784,886,91300,1,0,0,0,0
8520,792,99500,1,0,0,0,0
4456,1452,113000,0,1,0,0,0
9600,1510,87500,1,0,0,0,0
3500,1284,110000,1,0,0,0,0
8100,2138,106000,1,0,0,0,0
11700,2640,265979,1,0,0,0,0
8400,2007,160000,1,0,0,0,0
3600,1288,119000,1,0,0,0,0
17671,1742,168000,1,0,0,0,0
3300,816,58500,1,0,0,0,0
9000,1482,143000,1,0,0,0,0
7200,1022,85000,1,0,0,0,0
8820,1869,124900,1,0,0,0,0
5400,1480,119000,1,0,0,0,0
9720,1521,146500,1,0,0,0,0
7879,720,34900,1,0,0,0,0
9392,797,44000,1,0,0,0,0
21384,1576,223500,1,0,0,0,0
6615,1432,149000,1,0,0,0,0
7264,1548,205000,1,0,0,0,0
4960,1654,137000,1,0,0,0,0
8854,952,121000,1,0,0,0,0
6000,1324,128000,1,0,0,0,0
6000,1176,134900,1,0,0,0,0
6000,1348,117000,1,0,0,0,0
6000,1412,132500,1,0,0,0,0
6000,1142,93000,1,0,0,0,0
6000,904,119000,1,0,0,0,0
6911,1301,100000,1,0,0,0,0
6120,1539,141500,1,0,0,0,0
6120,1573,133000,1,0,0,0,0
6120,800,60000,1,0,0,0,0
6120,875,105000,1,0,0,0,0
6120,995,115000,1,0,0,0,0
6120,1582,150000,1,0,0,0,0
8635,1072,126500,1,0,0,0,0
11888,2134,214500,1,0,0,0,0
11414,2019,167500,1,0,0,0,0
8094,1768,155000,1,0,0,0,0
2500,1826,155000,1,0,0,0,0
9928,1944,179900,1,0,0,0,0
5520,2229,104000,1,0,0,0,0
3000,2128,62500,0,0,1,0,0
6876,1930,149000,1,0,0,0,0
6240,1208,103000,1,0,0,0,0
5775,1427,123000,1,0,0,0,0
5852,1864,97500,0,1,0,0,0
5160,1666,135000,1,0,0,0,0
5160,892,70000,1,0,0,0,0
10320,1403,116000,0,1,0,0,0
4280,704,88750,1,0,0,0,0
10800,1200,179000,0,0,1,0,0
10800,1200,179000,0,0,1,0,0
10547,1152,159900,0,0,1,0,0
10020,904,61000,1,0,0,0,0
6629,1369,103600,1,0,0,0,0
9780,1112,63000,1,0,0,0,0
12886,1464,175000,1,0,0,0,0
8816,1121,139000,1,0,0,0,0
11184,1683,172500,1,0,0,0,0
11625,1052,113500,1,0,0,0,0
7800,899,130000,1,0,0,0,0
8014,1034,149900,1,0,0,0,0
7252,858,134900,1,0,0,0,0
8740,860,137000,1,0,0,0,0
11616,1092,139000,1,0,0,0,0
15400,1774,165000,1,0,0,0,0
15312,1138,148000,1,0,0,0,0
15584,2071,165000,1,0,0,0,0
9000,660,63900,1,0,0,0,0
11250,1788,161500,1,0,0,0,0
25095,1473,143000,1,0,0,0,0
17140,1229,135000,1,0,0,0,0
12342,861,82500,1,0,0,0,0
10708,1867,190000,1,0,0,0,0
13680,1733,139600,1,0,0,0,0
15635,1383,122000,1,0,0,0,0
9855,1689,127500,1,0,0,0,0
9571,1073,121500,1,0,0,0,0
9571,1276,60000,1,0,0,0,0
9350,1639,154400,1,0,0,0,0
9340,672,113000,1,0,0,0,0
7440,1089,125000,1,0,0,0,0
11500,845,84000,1,0,0,0,0
4235,1049,139500,0,0,0,0,1
11409,1716,131000,1,0,0,0,0
9060,1258,105000,1,0,0,0,0
9084,1510,108000,1,0,0,0,0
10778,1061,162000,1,0,0,0,0
19255,1338,156500,1,0,0,0,0
12327,2132,316600,1,0,0,0,0
14684,2196,271900,1,0,0,0,0
9317,1775,213000,1,0,0,0,0
10560,1879,239900,1,0,0,0,0
9828,2020,239500,1,0,0,0,0
26400,2016,131000,1,0,0,0,0
7018,1535,118964,0,0,1,0,0
7018,1224,153337,0,0,1,0,0
7018,2228,147983,0,0,1,0,0
7018,1535,118858,0,0,1,0,0
7018,1535,118858,0,0,1,0,0
7018,2240,142953,0,0,1,0,0
7040,1229,148325,0,0,1,0,0
7007,1513,113722,0,0,1,0,0
11855,2787,269500,0,0,1,0,0
7939,2787,269500,0,0,1,0,0
7976,2787,269500,0,0,1,0,0
10933,1680,323262,1,0,0,0,0
10637,1718,297000,1,0,0,0,0
10226,1630,295493,1,0,0,0,0
10816,1720,332000,1,0,0,0,0
9178,1468,239900,1,0,0,0,0
10769,1768,212000,1,0,0,0,0
11422,1838,272500,1,0,0,0,0
11923,1800,239000,1,0,0,0,0
8814,1604,220000,1,0,0,0,0
6762,1290,200000,1,0,0,0,0
10324,1254,221800,1,0,0,0,0
7314,1232,194500,1,0,0,0,0
11645,1498,237000,1,0,0,0,0
11646,1422,173000,1,0,0,0,0
12800,1644,275000,1,0,0,0,0
16698,1759,233500,1,0,0,0,0
28698,2126,185000,1,0,0,0,0
12464,1040,152000,1,0,0,0,0
9757,990,143000,1,0,0,0,0
15426,1764,231500,1,0,0,0,0
10667,1661,212000,1,0,0,0,0
14753,1463,207000,1,0,0,0,0
10859,1097,145000,1,0,0,0,0
8072,990,138000,1,0,0,0,0
10400,1779,197900,1,0,0,0,0
10335,1501,204000,1,0,0,0,0
9017,1431,192000,1,0,0,0,0
8750,1772,200000,1,0,0,0,0
8935,1660,195000,1,0,0,0,0
9808,1573,227000,1,0,0,0,0
12420,1840,230000,1,0,0,0,0
16285,1430,187100,1,0,0,0,0
10739,1444,203000,1,0,0,0,0
11166,1492,201000,1,0,0,0,0
8430,1040,124000,1,0,0,0,0
16269,907,140000,1,0,0,0,0
6950,914,134900,1,0,0,0,0
8800,1040,150500,1,0,0,0,0
7000,864,136500,1,0,0,0,0
9286,1268,143500,1,0,0,0,0
15523,864,133500,1,0,0,0,0
7200,894,123000,1,0,0,0,0
7200,768,133900,1,0,0,0,0
8445,768,133000,1,0,0,0,0
11664,1611,250000,1,0,0,0,0
12334,2184,254750,1,0,0,0,0
11838,1788,236500,1,0,0,0,0
11885,1872,261500,1,0,0,0,0
11050,2153,313000,1,0,0,0,0
8749,1725,198500,1,0,0,0,0
11250,1870,211000,1,0,0,0,0
15750,1513,220000,1,0,0,0,0
11883,1504,203000,1,0,0,0,0
12782,1828,279500,1,0,0,0,0
8750,1417,210000,1,0,0,0,0
9375,2034,219500,1,0,0,0,0
8750,1716,191000,1,0,0,0,0
9100,1212,178000,1,0,0,0,0
9750,1630,213000,1,0,0,0,0
4435,848,144000,0,0,0,0,1
4435,848,140000,0,0,0,0,1
10200,1602,293200,1,0,0,0,0
9313,1728,190000,1,0,0,0,0
8487,1500,190000,1,0,0,0,0
8633,1476,173500,1,0,0,0,0
11069,1396,170000,1,0,0,0,0
8777,1126,108000,1,0,0,0,0
9937,1486,167000,1,0,0,0,0
8877,816,100000,1,0,0,0,0
7301,1922,198500,1,0,0,0,0
7950,1426,159500,1,0,0,0,0
10682,1149,127000,1,0,0,0,0
7200,1125,125000,1,0,0,0,0
13286,1698,320000,1,0,0,0,0
3675,1072,145500,0,0,0,0,1
9405,698,118000,1,0,0,0,0
6410,876,85000,1,0,0,0,0
11767,1368,120000,1,0,0,0,0
8405,1529,98000,1,0,0,0,0
4060,864,99900,1,0,0,0,0
10206,944,82000,1,0,0,0,0
10926,1678,119900,0,0,1,0,0
11767,1560,103500,1,0,0,0,0
8926,960,112000,1,0,0,0,0
12354,1196,110000,1,0,0,0,0
8212,1298,122000,1,0,0,0,0
10998,1604,117000,1,0,0,0,0
6300,1268,160000,1,0,0,0,0
4500,1520,159434,1,0,0,0,0
8400,438,60000,1,0,0,0,0
9900,1489,139500,1,0,0,0,0
15863,3082,197000,1,0,0,0,0
5707,1242,105000,1,0,0,0,0
7804,1981,135000,1,0,0,0,0
8574,1232,147500,1,0,0,0,0
6171,1608,137450,1,0,0,0,0
7200,1135,155000,1,0,0,0,0
7558,1913,177000,1,0,0,0,0
6292,1477,145000,1,0,0,0,0
7155,1228,137000,1,0,0,0,0
10918,2080,234000,1,0,0,0,0
13680,1567,205000,1,0,0,0,0
7500,1494,177500,1,0,0,0,0
9600,1308,160000,1,0,0,0,0
14680,1273,155000,1,0,0,0,0
13360,964,163500,1,0,0,0,0
7681,1343,154900,1,0,0,0,0
8145,2480,205000,0,0,1,0,0
9100,1112,144800,1,0,0,0,0
12000,1564,174500,1,0,0,0,0
13339,1561,193000,1,0,0,0,0
15600,1523,158000,1,0,0,0,0
14000,1152,158500,1,0,0,0,0
17500,1906,224000,1,0,0,0,0
1733,1032,115000,0,0,0,1,0
1488,1229,137000,0,0,0,0,1
1612,1229,121000,0,0,0,1,0
1300,1229,124000,0,0,0,0,1
13607,1982,208000,1,0,0,0,0
17597,2365,315000,1,0,0,0,0
21695,1680,222000,1,0,0,0,0
10690,1344,147000,1,0,0,0,0
8660,2168,123000,1,0,0,0,0
6402,1192,78000,1,0,0,0,0
8470,1526,85000,1,0,0,0,0
10200,572,75000,1,0,0,0,0
3843,1648,230000,0,0,0,0,1
21780,810,57625,1,0,0,0,0
10125,2052,251000,1,0,0,0,0
12822,2149,239686,1,0,0,0,0
12118,1710,240000,1,0,0,0,0
12209,1961,215000,1,0,0,0,0
9750,926,156450,1,0,0,0,0
9360,1287,173000,1,0,0,0,0
10125,1734,126000,0,0,1,0,0
9947,1217,173000,1,0,0,0,0
11070,1595,152000,1,0,0,0,0
14375,1344,137500,1,0,0,0,0
215245,2036,375000,1,0,0,0,0
12898,1620,315500,1,0,0,0,0
13159,1692,224500,1,0,0,0,0
13438,2036,410000,1,0,0,0,0
14463,1641,316500,1,0,0,0,0
8925,1466,201000,1,0,0,0,0
11457,1412,175000,1,0,0,0,0
9839,2237,204000,1,0,0,0,0
14419,1479,213500,1,0,0,0,0
6853,1296,220000,1,0,0,0,0
9157,2014,170000,1,0,0,0,0
14601,1838,315000,1,0,0,0,0
12633,1978,425000,1,0,0,0,0
12518,1008,139500,1,0,0,0,0
21750,1771,115000,1,0,0,0,0
4500,1204,162000,0,0,0,0,1
4500,1224,165000,0,0,0,0,1
1596,988,91000,0,0,0,1,0
9858,874,130000,1,0,0,0,0
1526,630,86000,0,0,0,1,0
13383,1404,160000,1,0,0,0,0
1477,630,80000,0,0,0,0,1
1533,1344,97000,0,0,0,1,0
2217,1092,88000,0,0,0,0,1
7689,796,131900,1,0,0,0,0
7706,1091,131250,1,0,0,0,0
9101,1110,165500,1,0,0,0,0
8780,833,112000,1,0,0,0,0
7669,883,149000,1,0,0,0,0
14115,1362,143000,1,0,0,0,0
10429,1287,130000,1,0,0,0,0
9819,1567,196000,1,0,0,0,0
10457,1632,173000,1,0,0,0,0
11029,1414,176500,1,0,0,0,0
12925,2117,237500,1,0,0,0,0
11075,2112,206900,1,0,0,0,0
8702,1604,187500,1,0,0,0,0
8139,1470,165000,1,0,0,0,0
9535,1604,195500,1,0,0,0,0
9042,1638,192000,1,0,0,0,0
15038,1636,173000,1,0,0,0,0
14137,1384,177900,1,0,0,0,0
21872,1446,175000,1,0,0,0,0
4923,1593,286000,0,0,0,0,1
6264,1682,247900,1,0,0,0,0
5395,1337,180000,0,0,0,0,1
5070,1280,180000,0,0,0,0,1
10839,1604,181000,1,0,0,0,0
11184,1633,183000,1,0,0,0,0
8000,1658,188000,1,0,0,0,0
10832,1895,194500,1,0,0,0,0
14067,1709,185000,1,0,0,0,0
4671,1228,189000,0,0,0,0,1
5950,1337,188500,0,0,0,0,1
13543,2500,355000,1,0,0,0,0
11198,2504,325000,1,0,0,0,0
15401,1884,387000,1,0,0,0,0
31220,1474,115000,1,0,0,0,0
8118,1710,334000,0,0,0,0,1
47280,1488,133000,1,0,0,0,0
20544,2093,215000,1,0,0,0,0
12680,1688,226500,1,0,0,0,0
12090,1422,175500,1,0,0,0,0
10825,1260,181900,1,0,0,0,0
18559,2064,235000,1,0,0,0,0
14450,1782,220000,1,0,0,0,0
12227,2872,272000,1,0,0,0,0
13068,1211,161000,1,0,0,0,0
15611,1126,175000,1,0,0,0,0
10400,2044,185000,1,0,0,0,0
9743,1308,146900,1,0,0,0,0
12511,2840,292500,1,0,0,0,0
11361,1523,180000,1,0,0,0,0
10400,1444,159900,1,0,0,0,0
10480,1964,205000,1,0,0,0,0
10000,1178,157000,1,0,0,0,0
14311,2340,306000,1,0,0,0,0
9000,1792,133000,0,0,1,0,0
9750,1054,151000,1,0,0,0,0
10295,936,111900,1,0,0,0,0
7560,864,123000,1,0,0,0,0
12735,864,111250,1,0,0,0,0
4060,1337,181000,0,0,0,0,1
1680,987,103400,0,0,0,1,0
1680,987,100000,0,0,0,1,0
1890,987,100500,0,0,0,1,0
1869,987,106000,0,0,0,1,0
1680,987,85400,0,0,0,1,0
1680,987,89500,0,0,0,0,1
1680,1302,111750,0,0,0,1,0
4043,1069,140000,0,0,0,0,1
2308,1456,143000,0,0,0,0,1
2529,1055,148500,0,0,0,1,0
9477,892,110000,1,0,0,0,0
12444,1932,394617,1,0,0,0,0
12474,2332,426000,1,0,0,0,0
14803,2084,385000,1,0,0,0,0
14948,2713,446261,1,0,0,0,0
12704,1582,317500,1,0,0,0,0
13891,1710,372402,1,0,0,0,0
13693,2464,417500,1,0,0,0,0
14418,1950,383000,1,0,0,0,0
13418,2748,390000,1,0,0,0,0
12539,2790,460000,1,0,0,0,0
12151,2331,379000,1,0,0,0,0
8899,2088,250000,1,0,0,0,0
10574,2332,316000,1,0,0,0,0
12720,2470,615000,1,0,0,0,0
13688,2668,412500,1,0,0,0,0
10625,2046,284000,1,0,0,0,0
10845,1575,284000,1,0,0,0,0
16900,2649,421250,1,0,0,0,0
16451,2690,370000,1,0,0,0,0
10110,1866,336860,0,0,0,0,1
8769,1702,367294,0,0,0,0,1
12304,1367,192000,0,0,0,0,1
12677,1518,274000,0,0,0,0,1
8849,1684,266000,0,0,0,0,1
8232,1800,370967,0,0,0,0,1
6240,1342,234250,0,0,0,0,1
6240,1342,219500,0,0,0,0,1
2448,1626,155000,0,0,0,1,0
2448,1626,154000,0,0,0,1,0
8198,1358,207000,0,0,0,0,1
3940,1455,195000,0,0,0,0,1
3940,1576,219990,0,0,0,0,1
3182,1504,191000,0,0,0,0,1
3182,1266,159895,1,0,0,0,0
3710,1246,187687,1,0,0,0,0
9024,1515,179000,1,0,0,0,0
7415,1593,193000,1,0,0,0,0
9587,1166,190000,1,0,0,0,0
8029,1456,176000,1,0,0,0,0
8010,1720,188000,1,0,0,0,0
8396,1986,213000,1,0,0,0,0
7301,1358,217300,0,0,0,0,1
10261,1792,186500,1,0,0,0,0
8220,1892,226750,1,0,0,0,0
15384,1490,184000,1,0,0,0,0
7750,1414,176000,1,0,0,0,0
12460,2322,225000,1,0,0,0,0
8390,1651,185900,1,0,0,0,0
9660,2199,284500,1,0,0,0,0
9200,2630,315000,1,0,0,0,0
14260,2198,250000,1,0,0,0,0
11000,2172,291000,1,0,0,0,0
11675,2006,350000,1,0,0,0,0
10990,2125,279500,1,0,0,0,0
11929,2501,290000,1,0,0,0,0
10437,2113,350000,1,0,0,0,0
10542,2418,341000,1,0,0,0,0
10010,2197,287500,1,0,0,0,0
10944,2127,271000,1,0,0,0,0
14303,1987,301500,1,0,0,0,0
11932,1580,235128,1,0,0,0,0
14598,1933,214000,1,0,0,0,0
11957,1574,232000,1,0,0,0,0
13253,1578,240000,1,0,0,0,0
14587,1506,264132,1,0,0,0,0
10206,1563,245000,1,0,0,0,0
12274,1428,227680,1,0,0,0,0
9801,1861,257000,1,0,0,0,0
9428,1874,297900,1,0,0,0,0
10037,1460,247000,1,0,0,0,0
8640,1372,212700,1,0,0,0,0
8640,1372,250580,1,0,0,0,0
11639,1428,182000,1,0,0,0,0
9803,1768,226700,1,0,0,0,0
9375,1992,250000,1,0,0,0,0
10625,1958,250000,1,0,0,0,0
10800,2078,339750,1,0,0,0,0
8125,1665,205950,1,0,0,0,0
10625,1660,256000,1,0,0,0,0
7500,1218,230348,1,0,0,0,0
8791,1728,207500,1,0,0,0,0
7500,1080,141000,1,0,0,0,0
10110,1696,188000,1,0,0,0,0
12774,1663,192500,1,0,0,0,0
13072,1175,146000,1,0,0,0,0
13695,1114,159000,1,0,0,0,0
13695,1114,155000,1,0,0,0,0
8366,1640,173000,1,0,0,0,0
9260,1162,170000,1,0,0,0,0
8453,1609,182000,1,0,0,0,0
8480,1680,163000,1,0,0,0,0
8125,1679,193500,1,0,0,0,0
14565,1657,189000,1,0,0,0,0
8450,1677,190500,1,0,0,0,0
8285,1737,175000,1,0,0,0,0
7153,1294,179200,1,0,0,0,0
9291,1710,187000,1,0,0,0,0
8012,1617,193000,0,0,0,0,1
7892,1199,153900,0,0,0,0,1
9100,984,128000,1,0,0,0,0
12968,912,144000,1,0,0,0,0
8100,864,135000,1,0,0,0,0
8450,890,115000,0,1,0,0,0
6360,864,119916,1,0,0,0,0
6768,912,142000,1,0,0,0,0
19508,1430,192000,1,0,0,0,0
10759,1641,140000,1,0,0,0,0
9205,2683,290000,1,0,0,0,0
11025,2786,372500,1,0,0,0,0
4282,1391,196000,0,0,0,0,1
4017,1250,171900,0,0,0,0,1
3435,1245,178000,0,0,0,0,1
3180,1200,165000,0,0,0,0,1
3180,1392,146000,0,0,0,0,1
3604,1392,146000,0,0,0,0,1
2280,1501,179400,0,0,0,1,0
2280,1549,172900,0,0,0,1,0
4765,1638,300000,0,0,0,0,1
4538,1310,285000,0,0,0,0,1
